mltype	description	bettype	kumiban	betcount_daily	betcnt	hitcnt	betamt	hitamt	incomeamt	hitrate	incomerate	totalrate	pattern_cnt_avg	hitamt_bias_rate	hit_bet_slope_rate	minus_days	plus_days	minus_changed_count	plus_changed_count	minus_days_rate	incomeamtslpoe_percent	recoverplus_percent	betcnt_percent	hitrate_percent	incomerate_percent	minus_days_percent	linear_incomeamt_slope	recover_success_rate	recover_fail_rate	recover_plus_rate	recover_minus_rate	condition	hitamt_sum_under	hitamt_sum_over	hitamt_mod	hitamt_percent	range_oddsrank	range_odds	range_totalrate	range_hitrate	range_incomerate	range_biasrate	range_minusdaysrate	max_minuschangedcount	range_betcntlimit	isfinal	iscustom	updatetime
entry	203_2T_12-31	2T	12	12.99	1832	509	183200	169400	-13800	27.78	92.47	0	1.22	0.6	0	1709	123	21	21	0.93	1	1	1	0.6	0.5	1	-0.0041	0.01	0.17	0.01	0.01	1.00_1.00_1.00_0.60_0.50_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	106000	63400	220	390	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:30:38.112
entry	203_2T_12-31	2T	12	11.08	1562	432	156200	144600	-11600	27.66	92.57	0	1.18	0.59	0	1379	183	17	17	0.88	1	1	1	0.6	0.4	1	-0.00377	0.01	0.15	0.01	0.03	1.00_1.00_1.00_0.60_0.40_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	90750	53850	220	400	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:30:33.903
entry	203_2T_12-31	2T	12	8.74	1233	346	123300	114920	-8380	28.06	93.2	0	1.12	0.57	0	980	253	14	14	0.79	1	1	1	0.6	0.3	1	-0.00299	0.01	0.13	0.01	0.04	1.00_1.00_1.00_0.60_0.30_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	73070	41850	220	400	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:30:29.696
entry	203_2T_12-31	2T	12	6.17	870	244	87000	81930	-5070	28.05	94.17	0	1.08	0.6	0	550	320	10	10	0.63	1	1	1	0.6	0.2	1	-0.00205	0.02	0.12	0.03	0.04	1.00_1.00_1.00_0.60_0.20_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	51360	30570	240	420	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:30:25.565
entry	203_2T_12-31	2T	12	3.09	435	129	43500	43340	-160	29.66	99.63	0	1.03	0.58	0	305	130	14	13	0.7	1	1	1	0.6	0.1	1	-0.00064	0.02	0.13	0.02	0.04	1.00_1.00_1.00_0.60_0.10_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	27410	15930	220	420	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:30:21.467
entry	203_2T_12-31	2T	12	17.8	2510	717	251000	231710	-19290	28.57	92.31	0	1.36	0.58	0	1978	532	3	3	0.79	1	1	1	0.5	1	1	-0.00546	0.01	0.15	0.02	0.03	1.00_1.00_1.00_0.50_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	146250	85460	220	390	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:30:17.210
entry	203_2T_12-31	2T	12	16.92	2386	685	238600	219850	-18750	28.71	92.14	0	1.34	0.59	0	1853	533	4	4	0.78	1	1	1	0.5	0.9	1	-0.00569	0.01	0.15	0.02	0.03	1.00_1.00_1.00_0.50_0.90_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	138280	81570	220	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:30:12.646
entry	203_2T_12-31	2T	12	15.73	2218	629	221800	200790	-21010	28.36	90.53	0	1.31	0.56	0	1764	454	4	4	0.8	1	1	1	0.5	0.8	1	-0.00624	0.01	0.15	0.02	0.03	1.00_1.00_1.00_0.50_0.80_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	128770	72020	220	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:30:08.124
entry	203_2T_12-31	2T	12	14.72	2075	587	207500	189060	-18440	28.29	91.11	0	1.29	0.57	0	1716	359	5	5	0.83	1	1	1	0.5	0.7	1	-0.00541	0.01	0.16	0.02	0.03	1.00_1.00_1.00_0.50_0.70_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	120760	68300	220	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:30:03.613
entry	203_2T_12-31	2T	12	2.72	384	119	38400	38920	520	30.99	101.35	0	1.03	0.54	0	209	175	3	3	0.54	1	1	1	0.5	0.1	1	-0.00073	0.02	0.12	0.04	0.04	1.00_1.00_1.00_0.50_0.10_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	25220	13700	220	400	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:29:35.617
entry	203_2T_12-31	2T	12	5.6	789	228	78900	75810	-3090	28.9	96.08	0	1.07	0.56	0	459	330	4	4	0.58	1	1	1	0.5	0.2	1	-0.00177	0.02	0.1	0.03	0.05	1.00_1.00_1.00_0.50_0.20_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	48460	27350	240	420	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:29:39.841
entry	203_2T_12-31	2T	12	7.87	1109	318	110900	104070	-6830	28.67	93.84	0	1.11	0.58	0	747	362	15	15	0.67	1	1	1	0.5	0.3	1	-0.00274	0.02	0.11	0.02	0.05	1.00_1.00_1.00_0.50_0.30_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	65710	38360	220	390	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:29:44.315
entry	203_2T_12-31	2T	12	10.06	1419	400	141900	131620	-10280	28.19	92.76	0	1.16	0.56	0	1165	254	6	6	0.82	1	1	1	0.5	0.4	1	-0.00351	0.02	0.14	0.01	0.04	1.00_1.00_1.00_0.50_0.40_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	84300	47320	220	400	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:29:49.619
entry	203_2T_12-31	2T	12	11.73	1654	467	165400	153500	-11900	28.23	92.81	0	1.2	0.58	0	1394	260	8	8	0.84	1	1	1	0.5	0.5	1	-0.00377	0.02	0.15	0.01	0.02	1.00_1.00_1.00_0.50_0.50_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	97030	56470	220	390	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:29:54.401
entry	203_2T_12-31	2T	12	1.06	149	53	14900	16540	1640	35.57	111.01	0	1	0.47	0	90	59	6	7	0.6	1	1	1	0.1	0.1	1	0.00007	0.07	0.09	0.02	0.05	1.00_1.00_1.00_0.10_0.10_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	11240	5300	240	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:25:59.326
entry	203_2T_12-31	2T	12	1.9	268	84	26800	26760	-40	31.34	99.85	0	1.03	0.52	0	130	138	7	7	0.49	1	1	1	0.1	0.2	1	-0.00045	0.03	0.1	0.03	0.06	1.00_1.00_1.00_0.10_0.20_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	17560	9200	240	400	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:26:04.881
entry	203_2T_12-31	2T	12	2.5	352	105	35200	32320	-2880	29.83	91.82	0	1.03	0.5	0	275	77	14	14	0.78	1	1	1	0.1	0.3	1	-0.00103	0.03	0.11	0.02	0.05	1.00_1.00_1.00_0.10_0.30_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	21600	10720	240	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:26:10.901
entry	203_2T_12-31	2T	12	3.41	481	140	48100	42390	-5710	29.11	88.13	0	1.05	0.52	0	442	39	10	10	0.92	1	1	1	0.1	0.4	1	-0.00184	0.02	0.11	0.02	0.05	1.00_1.00_1.00_0.10_0.40_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	27960	14430	240	370	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:26:17.034
entry	203_2T_12-31	2T	12	3.88	547	157	54700	48100	-6600	28.7	87.93	0	1.06	0.53	0	518	29	5	5	0.95	1	1	1	0.1	0.5	1	-0.00187	0.02	0.14	0.01	0.02	1.00_1.00_1.00_0.10_0.50_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	31520	16580	240	370	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:26:24.307
entry	203_2T_12-31	2T	12	4.37	616	183	61600	55210	-6390	29.71	89.63	0	1.07	0.48	0	564	52	7	7	0.92	1	1	1	0.1	0.6	1	-0.00184	0.03	0.13	0.01	0.03	1.00_1.00_1.00_0.10_0.60_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	37200	18010	240	370	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:26:31.175
entry	203_2T_12-31	2T	12	4.62	651	192	65100	57260	-7840	29.49	87.96	0	1.07	0.53	0	611	40	11	11	0.94	1	1	1	0.1	0.7	1	-0.00218	0.02	0.14	0.01	0.02	1.00_1.00_1.00_0.10_0.70_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	37400	19860	240	360	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:26:38.467
entry	203_2T_12-31	2T	12	4.78	674	198	67400	58720	-8680	29.38	87.12	0	1.08	0.53	0	634	40	9	9	0.94	1	1	1	0.1	0.8	1	-0.00237	0.02	0.14	0.01	0.02	1.00_1.00_1.00_0.10_0.80_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	38450	20270	240	360	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:26:46.081
entry	203_2T_12-31	2T	12	4.89	689	205	68900	60400	-8500	29.75	87.66	0	1.08	0.52	0	663	26	11	11	0.96	1	1	1	0.1	0.9	1	-0.00232	0.03	0.15	0.01	0.02	1.00_1.00_1.00_0.10_0.90_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	39690	20710	240	360	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:26:53.367
entry	203_2T_12-31	2T	12	4.95	698	208	69800	61060	-8740	29.8	87.48	0	1.08	0.51	0	686	12	7	7	0.98	1	1	1	0.1	1	1	-0.00236	0.03	0.15	0.01	0.02	1.00_1.00_1.00_0.10_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	40350	20710	240	360	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:27:01.069
entry	203_2T_12-31	2T	12	1.46	206	68	20600	20540	-60	33.01	99.71	0	1	0.5	0	186	20	5	4	0.9	1	1	1	0.2	0.1	1	-0.0003	0.04	0.11	0.05	0.03	1.00_1.00_1.00_0.20_0.10_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	13730	6810	240	360	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:27:06.291
entry	203_2T_12-31	2T	12	3.23	456	134	45600	43090	-2510	29.39	94.5	0	1.04	0.51	0	225	231	6	5	0.49	1	1	1	0.2	0.2	1	-0.00127	0.04	0.08	0.04	0.05	1.00_1.00_1.00_0.20_0.20_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	28520	14570	240	400	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:27:12.936
entry	203_2T_12-31	2T	12	4.5	634	185	63400	57450	-5950	29.18	90.62	0	1.04	0.48	0	508	126	18	18	0.8	1	1	1	0.2	0.3	1	-0.00205	0.03	0.1	0.03	0.05	1.00_1.00_1.00_0.20_0.30_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	38690	18760	240	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:27:20.247
entry	203_2T_12-31	2T	12	5.81	819	237	81900	74950	-6950	28.94	91.51	0	1.07	0.51	0	727	92	9	9	0.89	1	1	1	0.2	0.4	1	-0.00252	0.01	0.12	0.02	0.04	1.00_1.00_1.00_0.20_0.40_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	49640	25310	240	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:27:28.118
entry	203_2T_12-31	2T	12	6.53	921	267	92100	83940	-8160	28.99	91.14	0	1.08	0.49	0	793	128	9	9	0.86	1	1	1	0.2	0.5	1	-0.00262	0.01	0.12	0.02	0.04	1.00_1.00_1.00_0.20_0.50_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	56410	27530	220	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:27:37.028
entry	203_2T_12-31	2T	12	7.35	1037	306	103700	95710	-7990	29.51	92.3	0	1.11	0.55	0	758	279	4	4	0.73	1	1	1	0.2	0.6	1	-0.00284	0.01	0.11	0.03	0.05	1.00_1.00_1.00_0.20_0.60_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	61690	34020	240	370	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:27:46.893
entry	203_2T_12-31	2T	12	8.07	1138	335	113800	103890	-9910	29.44	91.29	0	1.12	0.54	0	812	326	6	6	0.71	1	1	1	0.2	0.7	1	-0.00349	0.02	0.11	0.02	0.05	1.00_1.00_1.00_0.20_0.70_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	67350	36540	240	370	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:27:51.713
entry	203_2T_12-31	2T	12	8.63	1217	355	121700	109220	-12480	29.17	89.75	0	1.13	0.54	0	887	330	11	11	0.73	1	1	1	0.2	0.8	1	-0.00406	0.01	0.12	0.02	0.05	1.00_1.00_1.00_0.20_0.80_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	71150	38070	240	370	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:27:56.367
entry	203_2T_12-31	2T	12	9.02	1272	372	127200	114700	-12500	29.25	90.17	0	1.14	0.55	0	858	414	8	8	0.67	1	1	1	0.2	0.9	1	-0.00423	0.01	0.11	0.03	0.05	1.00_1.00_1.00_0.20_0.90_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	74070	40630	240	370	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:28:00.715
entry	203_2T_12-31	2T	12	9.29	1310	384	131000	118130	-12870	29.31	90.18	0	1.14	0.54	0	950	360	9	9	0.73	1	1	1	0.2	1	1	-0.00425	0.01	0.12	0.03	0.05	1.00_1.00_1.00_0.20_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	76720	41410	220	370	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:28:04.907
entry	203_2T_12-31	2T	12	1.96	276	89	27600	28000	400	32.25	101.45	0	1.02	0.55	0	177	99	5	5	0.64	1	1	1	0.3	0.1	1	-0.00044	0.02	0.14	0.02	0.04	1.00_1.00_1.00_0.30_0.10_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	18080	9920	240	370	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:28:08.878
entry	203_2T_12-31	2T	12	4.25	599	176	59900	59180	-720	29.38	98.8	0	1.06	0.59	0	318	281	3	2	0.53	1	1	1	0.3	0.2	1	-0.00109	0.04	0.07	0.03	0.06	1.00_1.00_1.00_0.30_0.20_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	37330	21850	240	420	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:28:12.965
entry	203_2T_12-31	2T	12	5.87	827	240	82700	78850	-3850	29.02	95.34	0	1.07	0.59	0	480	347	4	4	0.58	1	1	1	0.3	0.3	1	-0.00196	0.02	0.08	0.04	0.06	1.00_1.00_1.00_0.30_0.30_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	49710	29140	240	390	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:28:17.105
entry	203_2T_12-31	2T	12	7.41	1045	292	104500	97280	-7220	27.94	93.09	0	1.1	0.6	0	741	304	13	13	0.71	1	1	1	0.3	0.4	1	-0.00285	0.01	0.13	0.02	0.04	1.00_1.00_1.00_0.30_0.40_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	60990	36290	240	400	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:28:21.247
entry	203_2T_12-31	2T	12	8.58	1210	340	121000	113140	-7860	28.1	93.5	0	1.12	0.62	0	883	327	13	13	0.73	1	1	1	0.3	0.5	1	-0.00312	0.01	0.12	0.02	0.04	1.00_1.00_1.00_0.30_0.50_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	69940	43200	220	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:28:25.293
entry	203_2T_12-31	2T	12	9.44	1331	382	133100	125500	-7600	28.7	94.29	0	1.15	0.59	0	909	422	9	9	0.68	1	1	1	0.3	0.6	1	-0.00326	0.02	0.11	0.03	0.05	1.00_1.00_1.00_0.30_0.60_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	78850	46650	240	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:28:29.810
entry	203_2T_12-31	2T	12	10.27	1448	412	144800	134280	-10520	28.45	92.73	0	1.17	0.59	0	990	458	13	13	0.68	1	1	1	0.3	0.7	1	-0.0041	0.01	0.12	0.02	0.05	1.00_1.00_1.00_0.30_0.70_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	84590	49690	240	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:28:34.497
entry	203_2T_12-31	2T	12	10.94	1543	439	154300	141470	-12830	28.45	91.69	0	1.19	0.58	0	1079	464	6	6	0.7	1	1	1	0.3	0.8	1	-0.00464	0.01	0.12	0.02	0.05	1.00_1.00_1.00_0.30_0.80_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	89650	51820	220	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:28:39.235
entry	203_2T_12-31	2T	12	11.71	1651	474	165100	152990	-12110	28.71	92.67	0	1.2	0.59	0	1098	553	6	6	0.67	1	1	1	0.3	0.9	1	-0.00444	0.01	0.11	0.03	0.05	1.00_1.00_1.00_0.30_0.90_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	96370	56620	220	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:28:44.018
